id,images/0,text,likes,replies,retweets,quotes,timestamp,url
1.09476548552108E+018,,FACEBOOK 2092 // zuckerberg personally collecting the final bits of data on the human species #everydaysinmotion,4864,56,1119,38,2019-02-11T01:10:00.000Z,https://twitter.com/beeple/status/1094765485521076227
1.0919163979853E+018,https://pbs.twimg.com/media/DydEK-rUYAATfkp.jpg,jacked affffffff to have the chance to do visuals for the super bowl halftime show with the homies at possible!!! pumped as shitttttt for the game!!!!!111 🏀🏀🏀,868,34,50,9,2019-02-03T04:28:00.000Z,https://twitter.com/beeple/status/1091916397985304577
1.09696091781068E+018,https://pbs.twimg.com/media/DzkwFKQXQAA7n1t.jpg,#everyday #cinema4d - I / O,1003,20,128,8,2019-02-17T02:33:00.000Z,https://twitter.com/beeple/status/1096960917810675714
1.10060568349656E+018,https://pbs.twimg.com/media/D0Yi_V1X0AAw0sa.jpg,#everyday #cinema4d - MOTHERSHIP,1446,15,181,4,2019-02-27T03:56:00.000Z,https://twitter.com/beeple/status/1100605683496558593
1.09735288264548E+018,https://pbs.twimg.com/media/DzqToOoWkAAIw6D.jpg,#everyday #cinema4d - REVERSE PROGRESS,759,13,91,0,2019-02-18T04:31:00.000Z,https://twitter.com/beeple/status/1097352882645479425
1.09516462077037E+018,https://pbs.twimg.com/media/DzLN037VYAAWx64.jpg,#everyday #cinema4d - WHITE PEARL,1125,13,132,4,2019-02-12T03:36:00.000Z,https://twitter.com/beeple/status/1095164620770365440
1.09298565520922E+018,https://pbs.twimg.com/media/DysQbMSVYAAJhc2.jpg,#everyday #cinema4d - TROJAN HORSE,1050,13,141,0,2019-02-06T03:17:00.000Z,https://twitter.com/beeple/status/1092985655209218050
1.1009641238552E+018,https://pbs.twimg.com/media/D0dowFxWoAEW9xt.jpg,#everyday #cinema4d - STREAMING WARS,1611,12,267,7,2019-02-28T03:41:00.000Z,https://twitter.com/beeple/status/1100964123855196160
1.09948290725972E+018,https://pbs.twimg.com/media/D0Ilx3fVsAErwuu.jpg,#everyday #cinema4d - ANDREW KRAMER POOP FACTORY,681,12,62,2,2019-02-24T01:35:00.000Z,https://twitter.com/beeple/status/1099482907259723776
1.0966327646261E+018,https://pbs.twimg.com/media/DzgE-UjWsAMella.jpg,#everyday #cinema4d - UNLIMITED FOG,1264,9,167,3,2019-02-16T04:50:00.000Z,https://twitter.com/beeple/status/1096632764626096128
1.09625906439118E+018,https://pbs.twimg.com/media/Dzaxv50VYAEZIP6.jpg,#everyday #cinema4d - TOMAHAWK 360,861,9,100,3,2019-02-15T04:05:00.000Z,https://twitter.com/beeple/status/1096259064391184384
1.0962029401955E+018,,yewtu.be/watch?v=wUFwunMK…  FUCKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK.  can't wait.  🔥🔥🔥,163,9,18,5,2019-02-15T00:22:00.000Z,https://twitter.com/beeple/status/1096202940195500032
1.0944580103433E+018,https://pbs.twimg.com/media/DzBLeixU0AA4rjp.jpg,#everyday #cinema4d - spiderzuck collecting last few bits of human data,645,9,66,5,2019-02-10T04:48:00.000Z,https://twitter.com/beeple/status/1094458010343301122
1.0937209759743E+018,https://pbs.twimg.com/media/Dy2s2iBVAAELnAt.jpg,#everyday #cinema4d - ALIEN SPIDERBOT FLEX,708,9,67,4,2019-02-08T03:59:00.000Z,https://twitter.com/beeple/status/1093720975974301696
1.09890346181334E+018,,COLORS DRIPPING OFF #everydaysinmotion,500,8,58,2,2019-02-22T11:12:00.000Z,https://twitter.com/beeple/status/1098903461813342208
1.09262193405824E+018,https://pbs.twimg.com/media/DynFzMcV4AEAKrO.jpg,#everyday #cinema4d  - HOMEGROWN,1078,8,159,7,2019-02-05T03:12:00.000Z,https://twitter.com/beeple/status/1092621934058242048
1.09211061257285E+018,https://pbs.twimg.com/media/Dyf0v_9WkAAZ2IN.jpg,#everyday #cinema4d - SUPERBOWL MMMXXXV,705,7,80,5,2019-02-03T17:20:00.000Z,https://twitter.com/beeple/status/1092110612572848136
1.10021296343949E+018,https://pbs.twimg.com/media/D0S9W0vXcAYL4jL.jpg,#everyday #cinema4d - OLD GUARD,544,6,60,0,2019-02-26T01:56:00.000Z,https://twitter.com/beeple/status/1100212963439493120
1.09693795288062E+018,,FUUUUUUUUU.,239,6,17,1,2019-02-17T01:02:00.000Z,https://twitter.com/beeple/status/1096937952880615424
1.09807950152177E+018,https://pbs.twimg.com/media/Dz0pWM4W0AAO1SP.jpg,#everyday #cinema4d - SAN FRANCISCO 2183,840,5,102,3,2019-02-20T04:38:00.000Z,https://twitter.com/beeple/status/1098079501521772544
1.09589257080114E+018,https://pbs.twimg.com/media/DzVkemUUcAA0QFa.jpg,#everyday #cinema4d - WRONG TURN,434,5,38,5,2019-02-14T03:48:00.000Z,https://twitter.com/beeple/status/1095892570801143808
1.09334140828146E+018,https://pbs.twimg.com/media/DyxTxnMU8AYgqQy.jpg,#everyday #cinema4d - NEW MORNING,826,5,114,3,2019-02-07T02:51:00.000Z,https://twitter.com/beeple/status/1093341408281456640
1.09551539657524E+018,https://pbs.twimg.com/media/DzQNG2HVsAAmlhQ.jpg,#everyday #cinema4d - MONOCHROMATIC ABERRATION,603,4,58,2,2019-02-13T02:49:00.000Z,https://twitter.com/beeple/status/1095515396575244289
1.09842211464072E+018,https://pbs.twimg.com/media/Dz5g5FbW0AA_Qrb.jpg,#everyday #cinema4d - ORIGIN LINE,645,3,86,2,2019-02-21T03:20:00.000Z,https://twitter.com/beeple/status/1098422114640715777
1.09755027374315E+018,,"LOS ANGELES!111 THIS SATURDAYYYYYY. talks and shit during the day, drinks at night... gonna be a great time!!!   🤝🤝🤝🤘🤝🤝🤝",119,3,8,1,2019-02-18T17:35:00.000Z,https://twitter.com/beeple/status/1097550273743147010
1.09119616649728E+018,https://pbs.twimg.com/media/DyS1B_kXgAAHOvl.jpg,#everyday #cinema4d - SUGARCUBE,624,3,99,3,2019-02-01T04:46:00.000Z,https://twitter.com/beeple/status/1091196166497275905
1.09409547792512E+018,https://pbs.twimg.com/media/Dy8BydfV4AANDbJ.jpg,#everyday #cinema4d - JET FUEL,455,2,44,3,2019-02-09T04:47:00.000Z,https://twitter.com/beeple/status/1094095477925122048
1.10017836978479E+018,,.@jrcanest with new studio ready to CRUSH.  💯💯💯,26,1,0,0,2019-02-25T23:38:00.000Z,https://twitter.com/beeple/status/1100178369784791042
